title,genre,director,actors,description,image,rating,bag_of_words
Incendies,drama mystery,denis villeneuve,"[,lubnaazabal,mélissadésormeaux-poulin,maximgaudette,mustafakamel,]",Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.,"https://m.media-amazon.com/images/M/MV5BMWE3MGYzZjktY2Q5Mi00Y2NiLWIyYWUtMmIyNzA3YmZlMGFhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",8.3,drama mysterydenis villeneuve lubnaazabal mélissadésormeaux-poulin maximgaudette mustafakamel Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.
Full Metal Jacket,drama war,stanley kubrick,"[,matthewmodine,r.leeermey""vincentd,onofrio"",,adambaldwin,]",A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,"https://m.media-amazon.com/images/M/MV5BNzkxODk0NjEtYjc4Mi00ZDI0LTgyYjEtYzc1NDkxY2YzYTgyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",8.3,"drama warstanley kubrick matthewmodine r.leeermey""vincentd onofrio""  adambaldwin A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue."
Toy Story,animation adventure comedy,john lasseter,"[,tomhanks,timallen,donrickles,jimvarney,]",A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,"https://m.media-amazon.com/images/M/MV5BMDU2ZWJlMjktMTRhMy00ZTA5LWEzNDgtYmNmZTEwZTViZWJkXkEyXkFqcGdeQXVyNDQ2OTk4MzI@._V1_UX67_CR0,0,67,98_AL_.jpg",8.3,animation adventure comedyjohn lasseter tomhanks timallen donrickles jimvarney A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.
Reservoir Dogs,crime thriller,quentin tarantino,"[,harveykeitel,timroth,michaelmadsen,chrispenn,]","When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.","https://m.media-amazon.com/images/M/MV5BZmExNmEwYWItYmQzOS00YjA5LTk2MjktZjEyZDE1Y2QxNjA1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",8.3,crime thrillerquentin tarantino harveykeitel timroth michaelmadsen chrispenn When a simple jewelry heist goes horribly wrong  the surviving criminals begin to suspect that one of them is a police informant.
Hamilton,biography drama history,thomas kail,"[,lin-manuelmiranda,phillipasoo,leslieodomjr.,renéeelisegoldsberry,]","The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.","https://m.media-amazon.com/images/M/MV5BNjViNWRjYWEtZTI0NC00N2E3LTk0NGQtMjY4NTM3OGNkZjY0XkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_UX67_CR0,0,67,98_AL_.jpg",8.3,biography drama historythomas kail lin-manuelmiranda phillipasoo leslieodomjr. renéeelisegoldsberry The real life of one of America's foremost founding fathers and first Secretary of the Treasury  Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.
Up,animation adventure comedy,pete docter,"[,bobpeterson,edwardasner,jordannagai,johnratzenberger,christopherplummer,]","78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.","https://m.media-amazon.com/images/M/MV5BYjBkM2RjMzItM2M3Ni00N2NjLWE3NzMtMGY4MzE4MDAzMTRiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX67_CR0,0,67,98_AL_.jpg",8.3,animation adventure comedypete docter bobpeterson edwardasner jordannagai johnratzenberger christopherplummer 78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons  inadvertently taking a young stowaway.
Le fabuleux destin d'Amélie Poulain,comedy romance,jean-pierre jeunet,"[,audreytautou,mathieukassovitz,rufus,lorellacravotta,]","Despite being caught in her imaginative world, Amelie, a young waitress, decides to help people find happiness. Her quest to spread joy leads her on a journey where she finds true love.","https://m.media-amazon.com/images/M/MV5BNDg4NjM1YjMtYmNhZC00MjM0LWFiZmYtNGY1YjA3MzZmODc5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",8.3,comedy romancejean-pierre jeunet audreytautou mathieukassovitz rufus lorellacravotta Despite being caught in her imaginative world  Amelie  a young waitress  decides to help people find happiness. Her quest to spread joy leads her on a journey where she finds true love.
Lawrence of Arabia,adventure biography drama,t.e. lawrence,"[,davidlean""petero,toole"",,alecguinness,anthonyquinn,jackhawkins,]","The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.","https://m.media-amazon.com/images/M/MV5BYWY5ZjhjNGYtZmI2Ny00ODM0LWFkNzgtZmI1YzA2N2MxMzA0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UY98_CR0,0,67,98_AL_.jpg",8.3,"adventure biography dramat.e. lawrence davidlean""petero toole""  alecguinness anthonyquinn jackhawkins The story of T.E. Lawrence  the English officer who successfully united and led the diverse  often warring  Arab tribes during World War I in order to fight the Turks."
Mononoke-hime,animation action adventure,hayao miyazaki,"[,yôjimatsuda,yurikoishida,yûkotanaka,billycrudup,]","On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime.","https://m.media-amazon.com/images/M/MV5BNTZkYmI0MmEtNGFlZC00OWZjLWFjMmItMjk1OWZkOWJiZGVjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",8.3,animation action adventurehayao miyazaki yôjimatsuda yurikoishida yûkotanaka billycrudup On a journey to find the cure for a Tatarigami's curse  Ashitaka finds himself in the middle of a war between the forest gods and Tatara  a mining colony. In this quest he also meets San  the Mononoke Hime.
Toy Story 3,animation adventure comedy,lee unkrich,"[,tomhanks,timallen,joancusack,nedbeatty,]","The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.","https://m.media-amazon.com/images/M/MV5BMTgxOTY4Mjc0MF5BMl5BanBnXkFtZTcwNTA4MDQyMw@@._V1_UY98_CR1,0,67,98_AL_.jpg",8.3,animation adventure comedylee unkrich tomhanks timallen joancusack nedbeatty The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college  and it's up to Woody to convince the other toys that they weren't abandoned and to return home.
Vertigo,mystery romance thriller,alfred hitchcock,"[,jamesstewart,kimnovak,barbarabelgeddes,tomhelmore,]","A former San Francisco police detective juggles wrestling with his personal demons and becoming obsessed with the hauntingly beautiful woman he has been hired to trail, who may be deeply disturbed.","https://m.media-amazon.com/images/M/MV5BYTE4ODEwZDUtNDFjOC00NjAxLWEzYTQtYTI1NGVmZmFlNjdiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",8.3,mystery romance thrilleralfred hitchcock jamesstewart kimnovak barbarabelgeddes tomhelmore A former San Francisco police detective juggles wrestling with his personal demons and becoming obsessed with the hauntingly beautiful woman he has been hired to trail  who may be deeply disturbed.
To Kill a Mockingbird,crime drama,robert mulligan,"[,gregorypeck,johnmegna,frankoverton,rosemarymurphy,]","Atticus Finch, a widowed lawyer in Depression-era Alabama, defends a Black man against an undeserved rape charge, and tries to educate his young children against prejudice.","https://m.media-amazon.com/images/M/MV5BNmVmYzcwNzMtMWM1NS00MWIyLThlMDEtYzUwZDgzODE1NmE2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",8.3,crime dramarobert mulligan gregorypeck johnmegna frankoverton rosemarymurphy Atticus Finch  a widowed lawyer in Depression-era Alabama  defends a Black man against an undeserved rape charge  and tries to educate his young children against prejudice.
Citizen Kane,drama mystery,orson welles,"[,orsonwelles,josephcotten,dorothycomingore,agnesmoorehead,]","Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance: 'Rosebud.'","https://m.media-amazon.com/images/M/MV5BYjBiOTYxZWItMzdiZi00NjlkLWIzZTYtYmFhZjhiMTljOTdkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",8.3,drama mysteryorson welles orsonwelles josephcotten dorothycomingore agnesmoorehead Following the death of publishing tycoon Charles Foster Kane  reporters scramble to uncover the meaning of his final utterance: 'Rosebud.'
North by Northwest,action adventure mystery,alfred hitchcock,"[,carygrant,evamariesaint,jamesmason,jessieroycelandis,]","A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies, and falls for a woman whose loyalties he begins to doubt.","https://m.media-amazon.com/images/M/MV5BZDA3NDExMTUtMDlhOC00MmQ5LWExZGUtYmI1NGVlZWI4OWNiXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",8.3,action adventure mysteryalfred hitchcock carygrant evamariesaint jamesmason jessieroycelandis A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies  and falls for a woman whose loyalties he begins to doubt.
Metropolis,drama sci-fi,fritz lang,"[,brigittehelm,alfredabel,gustavfröhlich,rudolfklein-rogge,]","In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working-class prophet who predicts the coming of a savior to mediate their differences.","https://m.media-amazon.com/images/M/MV5BMTg5YWIyMWUtZDY5My00Zjc1LTljOTctYmI0MWRmY2M2NmRkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",8.3,drama sci-fifritz lang brigittehelm alfredabel gustavfröhlich rudolfklein-rogge In a futuristic city sharply divided between the working class and the city planners  the son of the city's mastermind falls in love with a working-class prophet who predicts the coming of a savior to mediate their differences.
The Sting,comedy crime drama,george roy hill,"[,paulnewman,robertredford,robertshaw,charlesdurning,]",Two grifters team up to pull off the ultimate con.,"https://m.media-amazon.com/images/M/MV5BNGU3NjQ4YTMtZGJjOS00YTQ3LThmNmItMTI5MDE2ODI3NzY3XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg",8.3,comedy crime dramageorge roy hill paulnewman robertredford robertshaw charlesdurning Two grifters team up to pull off the ultimate con.
Singin' in the Rain,comedy musical romance,stanley donen,"[,genekelly,genekelly""donaldo,connor"",,debbiereynolds,jeanhagen,]",A silent film star falls for a chorus girl just as he and his delusionally jealous screen partner are trying to make the difficult transition to talking pictures in 1920s Hollywood.,"https://m.media-amazon.com/images/M/MV5BZDRjNGViMjQtOThlMi00MTA3LThkYzQtNzJkYjBkMGE0YzE1XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UY98_CR0,0,67,98_AL_.jpg",8.3,"comedy musical romancestanley donen genekelly genekelly""donaldo connor""  debbiereynolds jeanhagen A silent film star falls for a chorus girl just as he and his delusionally jealous screen partner are trying to make the difficult transition to talking pictures in 1920s Hollywood."
The Apartment,comedy drama romance,billy wilder,"[,jacklemmon,shirleymaclaine,fredmacmurray,raywalston,]","A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue.","https://m.media-amazon.com/images/M/MV5BNzkwODFjNzItMmMwNi00MTU5LWE2MzktM2M4ZDczZGM1MmViXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_UX67_CR0,0,67,98_AL_.jpg",8.3,comedy drama romancebilly wilder jacklemmon shirleymaclaine fredmacmurray raywalston A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts  but complications and a romance of his own ensue.
Jodaeiye Nader az Simin,drama,asghar farhadi,"[,paymanmaadi,leilahatami,sarehbayat,shahabhosseini,]",A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.,"https://m.media-amazon.com/images/M/MV5BN2JmMjViMjMtZTM5Mi00ZGZkLTk5YzctZDg5MjFjZDE4NjNkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",8.3,dramaasghar farhadi paymanmaadi leilahatami sarehbayat shahabhosseini A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.
M - Eine Stadt sucht einen Mörder,crime mystery thriller,fritz lang,"[,peterlorre,ellenwidmann,ingelandgut,ottowernicke,]","When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt.","https://m.media-amazon.com/images/M/MV5BODA4ODk3OTEzMF5BMl5BanBnXkFtZTgwMTQ2ODMwMzE@._V1_UX67_CR0,0,67,98_AL_.jpg",8.3,crime mystery thrillerfritz lang peterlorre ellenwidmann ingelandgut ottowernicke When the police in a German city are unable to catch a child-murderer  other criminals join in the manhunt.
Kantara,action adventure drama,rishab shetty,"[,rishabshetty,kishorekumarg.,achyuthkumar,]","When greed paves the way for betrayal, scheming and murder, a young tribal reluctantly dons the traditions of his ancestors to seek justice.","https://m.media-amazon.com/images/M/MV5BNjQyNGI5OWEtZjI1Yy00NDVjLWE4MTAtMzRlNzU1NzM2OGVkXkEyXkFqcGdeQXVyMTA1NzEzOTU1._V1_UY98_CR0,0,67,98_AL_.jpg",8.3,action adventure dramarishab shetty rishabshetty kishorekumarg. achyuthkumar When greed paves the way for betrayal  scheming and murder  a young tribal reluctantly dons the traditions of his ancestors to seek justice.
Ikiru,drama,akira kurosawa,"[,takashishimura,nobuokaneko""shin,ichihimori"",,haruotanaka,]",A bureaucrat tries to find meaning in his life after he discovers he has terminal cancer.,"https://m.media-amazon.com/images/M/MV5BZmM0NGY3Y2MtMTA1YS00YmQzLTk2YTctYWFhMDkzMDRjZWQzXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX67_CR0,0,67,98_AL_.jpg",8.3,"dramaakira kurosawa takashishimura nobuokaneko""shin ichihimori""  haruotanaka A bureaucrat tries to find meaning in his life after he discovers he has terminal cancer."
Judgment at Nuremberg,drama war,stanley kramer,"[,spencertracy,burtlancaster,richardwidmark,marlenedietrich,]","In 1948, an American court in occupied Germany tries four Nazis judged for war crimes.","https://m.media-amazon.com/images/M/MV5BNDc2ODQ5NTE2MV5BMl5BanBnXkFtZTcwODExMjUyNA@@._V1_UX67_CR0,0,67,98_AL_.jpg",8.3,drama warstanley kramer spencertracy burtlancaster richardwidmark marlenedietrich In 1948  an American court in occupied Germany tries four Nazis judged for war crimes.
Dangal,action biography drama,mahavir singh phogat,"[,niteshtiwari,aamirkhan,sakshitanwar,fatimasanashaikh,sanyamalhotra,]",Former wrestler Mahavir Singh Phogat and his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression.,"https://m.media-amazon.com/images/M/MV5BMTQ4MzQzMzM2Nl5BMl5BanBnXkFtZTgwMTQ1NzU3MDI@._V1_UY98_CR1,0,67,98_AL_.jpg",8.3,action biography dramamahavir singh phogat niteshtiwari aamirkhan sakshitanwar fatimasanashaikh sanyamalhotra Former wrestler Mahavir Singh Phogat and his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression.
Double Indemnity,crime drama film-noir,billy wilder,"[,fredmacmurray,barbarastanwyck,edwardg.robinson,byronbarr,]","A Los Angeles insurance representative lets an alluring housewife seduce him into a scheme of insurance fraud and murder that arouses the suspicion of his colleague, an insurance investigator.","https://m.media-amazon.com/images/M/MV5BOTdlNjgyZGUtOTczYi00MDdhLTljZmMtYTEwZmRiOWFkYjRhXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_UX67_CR0,0,67,98_AL_.jpg",8.3,crime drama film-noirbilly wilder fredmacmurray barbarastanwyck edwardg.robinson byronbarr A Los Angeles insurance representative lets an alluring housewife seduce him into a scheme of insurance fraud and murder that arouses the suspicion of his colleague  an insurance investigator.
Taare Zameen Par,drama family,aamir khan,"[,amolegupte,darsheelsafary,aamirkhan,tanaychheda,sachetengineer,]","An eight-year-old boy is thought to be a lazy trouble-maker, until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school.","https://m.media-amazon.com/images/M/MV5BMDhjZWViN2MtNzgxOS00NmI4LThiZDQtZDI3MzM4MDE4NTc0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR1,0,67,98_AL_.jpg",8.3,drama familyaamir khan amolegupte darsheelsafary aamirkhan tanaychheda sachetengineer An eight-year-old boy is thought to be a lazy trouble-maker  until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school.
Ladri di biciclette,drama,vittorio de sica,"[,lambertomaggiorani,enzostaiola,lianellacarell,elenaaltieri,]","In post-war Italy, a working-class man's bicycle is stolen, endangering his efforts to find work. He and his son set out to find it.","https://m.media-amazon.com/images/M/MV5BNmI1ODdjODctMDlmMC00ZWViLWI5MzYtYzRhNDdjYmM3MzFjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR0,0,67,98_AL_.jpg",8.3,dramavittorio de sica lambertomaggiorani enzostaiola lianellacarell elenaaltieri In post-war Italy  a working-class man's bicycle is stolen  endangering his efforts to find work. He and his son set out to find it.
K.G.F: Chapter 2,action crime drama,prashanth neel,"[,yash,sanjaydutt,raveenatandon,]","In the blood-soaked Kolar Gold Fields, Rocky's name strikes fear into his foes. While his allies look up to him, the government sees him as a threat to law and order. Rocky must battle threats from all sides for unchallenged supremacy.","https://m.media-amazon.com/images/M/MV5BMjI2Njg2Y2EtZjgwMC00ZGVkLWJmMWYtYjVhYjk2ZTkwNWE1XkEyXkFqcGdeQXVyMTMxMjA5NDU1._V1_UY98_CR5,0,67,98_AL_.jpg",8.3,action crime dramaprashanth neel yash sanjaydutt raveenatandon In the blood-soaked Kolar Gold Fields  Rocky's name strikes fear into his foes. While his allies look up to him  the government sees him as a threat to law and order. Rocky must battle threats from all sides for unchallenged supremacy.
Vikram,action crime thriller,lokesh kanagaraj,"[,kamalhaasan,vijaysethupathi,fahadhfaasil,]","A high-octane action film where a special investigator is assigned a case of serial Killings, he finds the case is not what it seems to be and leading down this path is only going to end in a war between everyone involved.","https://m.media-amazon.com/images/M/MV5BMDRiOWNjYjUtMDI0ZC00MDMyLTkwZDItNTU5NWQ1NjEyNGYxXkEyXkFqcGdeQXVyMTIyNzY0NTMx._V1_UX67_CR0,0,67,98_AL_.jpg",8.3,action crime thrillerlokesh kanagaraj kamalhaasan vijaysethupathi fahadhfaasil A high-octane action film where a special investigator is assigned a case of serial Killings  he finds the case is not what it seems to be and leading down this path is only going to end in a war between everyone involved.
Ratsasan,action crime drama,ram kumar,"[,vishnuvishal,amalapaul,radharavi,]",A sub-inspector sets out in pursuit of a mysterious serial killer who targets teen school girls and murders them brutally.,"https://m.media-amazon.com/images/M/MV5BMjU2NzIzMjYtMGE2ZS00YzgzLWE5MzgtZTFiYTlmOWNlYmJkXkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_UY98_CR2,0,67,98_AL_.jpg",8.3,action crime dramaram kumar vishnuvishal amalapaul radharavi A sub-inspector sets out in pursuit of a mysterious serial killer who targets teen school girls and murders them brutally.
The Kid,comedy drama family,charles chaplin,"[,charleschaplin,ednapurviance,jackiecoogan,carlmiller,]","The Tramp cares for an abandoned child, but events put their relationship in jeopardy.","https://m.media-amazon.com/images/M/MV5BZjhhMThhNDItNTY2MC00MmU1LTliNDEtNDdhZjdlNTY5ZDQ1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",8.3,comedy drama familycharles chaplin charleschaplin ednapurviance jackiecoogan carlmiller The Tramp cares for an abandoned child  but events put their relationship in jeopardy.
Ayla: The Daughter of War,biography drama history,can ulkay,"[,çetintekindor,ismailhacioglu,kyung-jinlee,]","Sergeant Süleyman finds a little girl on a battlefield during the Korean War. He takes her and names her Ayla. Fifteen months later, Süleyman's brigade is told they will be returning to Turkey, and he is reluctant to leave her behind.","https://m.media-amazon.com/images/M/MV5BZjE2NGYwMGQtOWE4MC00NTFjLTk3YTgtMWI5ZmZlMzUyYzExXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",8.3,biography drama historycan ulkay çetintekindor ismailhacioglu kyung-jinlee Sergeant Süleyman finds a little girl on a battlefield during the Korean War. He takes her and names her Ayla. Fifteen months later  Süleyman's brigade is told they will be returning to Turkey  and he is reluctant to leave her behind.
Shershaah,action biography drama,vishnuvardhan,"[,sidharthmalhotra,kiaraadvani,shivpanditt,]","Shershaah is the story of PVC awardee Indian soldier Capt. Vikram Batra, whose bravery and unflinching courage in chasing the Pakistani soldiers out of Indian territory contributed immensely in India finally winning the Kargil War in 1999.","https://m.media-amazon.com/images/M/MV5BMjk1NzcwMDUtNDU4ZC00MzlhLTkzZjAtM2MxMTRjZGE0ODdhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR3,0,67,98_AL_.jpg",8.3,action biography dramavishnuvardhan sidharthmalhotra kiaraadvani shivpanditt Shershaah is the story of PVC awardee Indian soldier Capt. Vikram Batra  whose bravery and unflinching courage in chasing the Pakistani soldiers out of Indian territory contributed immensely in India finally winning the Kargil War in 1999.
Chhichhore,comedy drama romance,nitesh tiwari,"[,sushantsinghrajput,shraddhakapoor,varunsharma,]","A tragic incident forces Anirudh, a middle-aged man, to take a trip down memory lane and reminisce his college days along with his friends, who were labelled as losers.","https://m.media-amazon.com/images/M/MV5BYjg2ZDI2YTYtN2EwYi00YWI5LTgyMWQtMWFkYmE3NmJkOGVhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR0,0,67,98_AL_.jpg",8.3,comedy drama romancenitesh tiwari sushantsinghrajput shraddhakapoor varunsharma A tragic incident forces Anirudh  a middle-aged man  to take a trip down memory lane and reminisce his college days along with his friends  who were labelled as losers.
Drishyam,crime drama thriller,jeethu joseph,"[,mohanlal,meena,ashasharath,]",A man goes to extreme lengths to save his family from punishment after the family commits an accidental crime.,"https://m.media-amazon.com/images/M/MV5BYmY3MzYwMGUtOWMxYS00OGVhLWFjNmUtYzlkNGVmY2ZkMjA3XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY98_CR4,0,67,98_AL_.jpg",8.3,crime drama thrillerjeethu joseph mohanlal meena ashasharath A man goes to extreme lengths to save his family from punishment after the family commits an accidental crime.
Guardians of the Galaxy Vol. 3,action adventure comedy,james gunn,"[,chrispratt,chukwudiiwuji,bradleycooper,pomklementieff,]","Still reeling from the loss of Gamora, Peter Quill rallies his team to defend the universe and one of their own - a mission that could mean the end of the Guardians if not successful.","https://m.media-amazon.com/images/M/MV5BMDgxOTdjMzYtZGQxMS00ZTAzLWI4Y2UtMTQzN2VlYjYyZWRiXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",8.2,action adventure comedyjames gunn chrispratt chukwudiiwuji bradleycooper pomklementieff Still reeling from the loss of Gamora  Peter Quill rallies his team to defend the universe and one of their own - a mission that could mean the end of the Guardians if not successful.
The Wolf of Wall Street,biography comedy crime,jordan belfort,"[,martinscorsese,leonardodicaprio,jonahhill,margotrobbie,matthewmcconaughey,]","Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.","https://m.media-amazon.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_UX67_CR0,0,67,98_AL_.jpg",8.2,biography comedy crimejordan belfort martinscorsese leonardodicaprio jonahhill margotrobbie matthewmcconaughey Based on the true story of Jordan Belfort  from his rise to a wealthy stock-broker living the high life to his fall involving crime  corruption and the federal government.
Spider-Man: No Way Home,action adventure fantasy,jon watts,"[,tomholland,zendaya,benedictcumberbatch,jacobbatalon,]","With Spider-Man's identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear, forcing Peter to discover what it truly means to be Spider-Man.","https://m.media-amazon.com/images/M/MV5BZWMyYzFjYTYtNTRjYi00OGExLWE2YzgtOGRmYjAxZTU3NzBiXkEyXkFqcGdeQXVyMzQ0MzA0NTM@._V1_UX67_CR0,0,67,98_AL_.jpg",8.2,action adventure fantasyjon watts tomholland zendaya benedictcumberbatch jacobbatalon With Spider-Man's identity now revealed  Peter asks Doctor Strange for help. When a spell goes wrong  dangerous foes from other worlds start to appear  forcing Peter to discover what it truly means to be Spider-Man.
Jurassic Park,action adventure sci-fi,steven spielberg,"[,samneill,lauradern,jeffgoldblum,richardattenborough,]",A pragmatic paleontologist touring an almost complete theme park on an island in Central America is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose.,"https://m.media-amazon.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@._V1_UX67_CR0,0,67,98_AL_.jpg",8.2,action adventure sci-fisteven spielberg samneill lauradern jeffgoldblum richardattenborough A pragmatic paleontologist touring an almost complete theme park on an island in Central America is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose.
Taxi Driver,crime drama,martin scorsese,"[,robertdeniro,jodiefoster,cybillshepherd,albertbrooks,]","A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action.","https://m.media-amazon.com/images/M/MV5BM2M1MmVhNDgtNmI0YS00ZDNmLTkyNjctNTJiYTQ2N2NmYzc2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",8.2,crime dramamartin scorsese robertdeniro jodiefoster cybillshepherd albertbrooks A mentally unstable veteran works as a nighttime taxi driver in New York City  where the perceived decadence and sleaze fuels his urge for violent action.
Shutter Island,mystery thriller,martin scorsese,"[,leonardodicaprio,emilymortimer,markruffalo,benkingsley,]","Teddy Daniels and Chuck Aule, two US marshals, are sent to an asylum on a remote island in order to investigate the disappearance of a patient, where Teddy uncovers a shocking truth about the place.","https://m.media-amazon.com/images/M/MV5BYzhiNDkyNzktNTZmYS00ZTBkLTk2MDAtM2U0YjU1MzgxZjgzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",8.2,mystery thrillermartin scorsese leonardodicaprio emilymortimer markruffalo benkingsley Teddy Daniels and Chuck Aule  two US marshals  are sent to an asylum on a remote island in order to investigate the disappearance of a patient  where Teddy uncovers a shocking truth about the place.
No Country for Old Men,crime drama thriller,ethan coen,"[,joelcoen,tommyleejones,javierbardem,joshbrolin,woodyharrelson,]",Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.,"https://m.media-amazon.com/images/M/MV5BMjA5Njk3MjM4OV5BMl5BanBnXkFtZTcwMTc5MTE1MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",8.2,crime drama thrillerethan coen joelcoen tommyleejones javierbardem joshbrolin woodyharrelson Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.
