title,genre,director,actors,description,image,rating,bag_of_words
The Thin Man,comedy crime mystery,w.s. van dyke,"[,williampowell,myrnaloy""maureeno,sullivan""]","Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it.","https://m.media-amazon.com/images/M/MV5BY2FlMDAxZjItNzFhNS00ZDJlLWE4ZjAtOTkyMTJlODZkYjUwXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",7.9,"comedy crime mysteryw.s. van dyke williampowell myrnaloy""maureeno sullivan""Former detective Nick Charles and his wealthy wife Nora investigate a murder case  mostly for the fun of it."
Laura,drama film-noir mystery,otto preminger,"[,genetierney,danaandrews,cliftonwebb,]",A police detective falls in love with the woman whose murder he is investigating.,"https://m.media-amazon.com/images/M/MV5BNjYwY2VmOGEtZTM1Mi00YmZhLWFkY2QtNmNlYzA0NmE5MTNlXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",7.9,drama film-noir mysteryotto preminger genetierney danaandrews cliftonwebb A police detective falls in love with the woman whose murder he is investigating.
Bin-jip,crime drama romance,kim ki-duk,"[,seung-yunlee,heejae,hyuk-hokwon,]",A transient young man breaks into empty homes to partake of the vacationing residents' lives for a few days.,"https://m.media-amazon.com/images/M/MV5BYzBmODdkMzItNTk0NS00MDc5LWFmZjgtNmNlZmNhMzFlMmQ3XkEyXkFqcGdeQXVyMTI3ODAyMzE2._V1_UY98_CR1,0,67,98_AL_.jpg",7.9,crime drama romancekim ki-duk seung-yunlee heejae hyuk-hokwon A transient young man breaks into empty homes to partake of the vacationing residents' lives for a few days.
In Cold Blood,biography crime drama,richard brooks,"[,robertblake,scottwilson,johnforsythe,]","Two ex-cons murder a family in a robbery attempt, before going on the run from the authorities. The police try to piece together the details of the murder in an attempt to track down the killers.","https://m.media-amazon.com/images/M/MV5BOTg4OGY2NmEtZTZlMy00ZjM3LWIyZjAtMzQzMjI1MmI1OTRhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",7.9,biography crime dramarichard brooks robertblake scottwilson johnforsythe Two ex-cons murder a family in a robbery attempt  before going on the run from the authorities. The police try to piece together the details of the murder in an attempt to track down the killers.
Kal Ho Naa Ho,comedy drama musical,nikkhil advani,"[,preitygzinta,shahrukhkhan,saifalikhan,]","Naina, an introverted, perpetually depressed girl's life changes when she meets Aman. But Aman has a secret of his own which changes their lives forever. Embroiled in all this is Rohit, Naina's best friend who conceals his love for her.","https://m.media-amazon.com/images/M/MV5BYmVjNDIxODAtNWZiZi00ZDBlLWJmOTUtNDNjMGExNTViMzE1XkEyXkFqcGdeQXVyNTE0MDc0NTM@._V1_UX67_CR0,0,67,98_AL_.jpg",7.9,comedy drama musicalnikkhil advani preitygzinta shahrukhkhan saifalikhan Naina  an introverted  perpetually depressed girl's life changes when she meets Aman. But Aman has a secret of his own which changes their lives forever. Embroiled in all this is Rohit  Naina's best friend who conceals his love for her.
Kagemusha,drama history war,akira kurosawa,"[,tatsuyanakadai,tsutomuyamazaki""ken,ichihagiwara""]",A petty thief with an utter resemblance to a samurai warlord is hired as the lord's double. When the warlord later dies the thief is forced to take up arms in his place.,"https://m.media-amazon.com/images/M/MV5BYjk4NzAwYTgtZTdmNi00NDI3LWJkNjAtNmQ2MGU5NmUzMWI3XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",7.9,"drama history warakira kurosawa tatsuyanakadai tsutomuyamazaki""ken ichihagiwara""A petty thief with an utter resemblance to a samurai warlord is hired as the lord's double. When the warlord later dies the thief is forced to take up arms in his place."
The Lost Weekend,drama film-noir,billy wilder,"[,raymilland,janewyman,phillipterry,]",The desperate life of a chronic alcoholic is followed through a four-day drinking bout.,"https://m.media-amazon.com/images/M/MV5BMTk4NDQ0NjgyNF5BMl5BanBnXkFtZTgwMTE3NTkxMTE@._V1_UX67_CR0,0,67,98_AL_.jpg",7.9,drama film-noirbilly wilder raymilland janewyman phillipterry The desperate life of a chronic alcoholic is followed through a four-day drinking bout.
Amarcord,comedy drama,federico fellini,"[,magalinoël,brunozanin,pupellamaggio,]",A series of comedic and nostalgic vignettes set in a 1930s Italian coastal town.,"https://m.media-amazon.com/images/M/MV5BZTUyYTBkZTgtZTg4MC00MjIzLWJjZDgtN2M4YWRkNGY5MDlmXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX67_CR0,0,67,98_AL_.jpg",7.9,comedy dramafederico fellini magalinoël brunozanin pupellamaggio A series of comedic and nostalgic vignettes set in a 1930s Italian coastal town.
Ascenseur pour l'échafaud,crime drama thriller,louis malle,"[,jeannemoreau,mauriceronet,georgespoujouly,]","A self-assured businessman murders his employer, the husband of his mistress, which unintentionally provokes an ill-fated chain of events.","https://m.media-amazon.com/images/M/MV5BODk4MTkxMDE1Ml5BMl5BanBnXkFtZTgwNjE0NjEzOTE@._V1_UX67_CR0,0,67,98_AL_.jpg",7.9,crime drama thrillerlouis malle jeannemoreau mauriceronet georgespoujouly A self-assured businessman murders his employer  the husband of his mistress  which unintentionally provokes an ill-fated chain of events.
In a Lonely Place,drama film-noir mystery,nicholas ray,"[,humphreybogart,gloriagrahame,franklovejoy,]","A potentially violent screenwriter is a murder suspect until his lovely neighbor clears him. However, she soon starts to have her doubts.","https://m.media-amazon.com/images/M/MV5BNjRmZjcwZTQtYWY0ZS00ODAwLTg4YTktZDhlZDMwMTM1MGFkXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",7.9,drama film-noir mysterynicholas ray humphreybogart gloriagrahame franklovejoy A potentially violent screenwriter is a murder suspect until his lovely neighbor clears him. However  she soon starts to have her doubts.
Sacrifice,drama,andrei tarkovsky,"[,erlandjosephson,susanfleetwood,allanedwall,]","At the dawn of World War III, a man searches for a way to restore peace to the world and finds he must give something in return.","https://m.media-amazon.com/images/M/MV5BNTczNDE2YTItNjkwMC00YTNhLTkwMjAtOTIxYmIyZmI1MWUyXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_UX67_CR0,0,67,98_AL_.jpg",7.9,dramaandrei tarkovsky erlandjosephson susanfleetwood allanedwall At the dawn of World War III  a man searches for a way to restore peace to the world and finds he must give something in return.
